AppName,RelPath,File,SourceCategory,SourceKind,Line,Func,QueryHash,ObjectName,DbName,SchemaName,BaseName,IsCrossDb,IsLinkedServer,Role,DmlKind,IsWrite,IsObjectNameDynamic
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1386,subTRSProcessPTOSTrx,351c15306594fb362dce1cacebe2500223be292d,TRSProcessPTOSTrx,,,TRSProcessPTOSTrx,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1402,columnsPTOSTransaksi_TR,9d76fc60c18f7382ac96c92b7d13211bc6134bec,dbo.trs_ListColumnsTable,,dbo,trs_ListColumnsTable,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1419,subTRSPopulatePTOSTtrxAuthen,6000acbb325adafc77a5ed41963ffed801c6010c,TRSPopulatePTOSTrxAuthen,,,TRSPopulatePTOSTrxAuthen,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1433,subTRSProcessPTOSTrxAuthen,118245a2f9328777dd54a660ecc145664f27783e,TRSProcessPTOSTrxAuthen,,,TRSProcessPTOSTrxAuthen,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1446,subTRSPTOSListProduk,16ec854fbba800ae4dc69dbee58d917a65034023,TRSPTOSlistProduk,,,TRSPTOSlistProduk,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1459,subTRSProcessPTOSSecurityMaster,896a2fc24a459a75b610a95faf5a159e616aaa04,TRSProcessPTSOSecurityMaster,,,TRSProcessPTSOSecurityMaster,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1465,subTRSPopulatePTOSSecurityMasterAuthen,422ab628945fa9be28d240263a6a96cf44f3ced6,TRSPopulatePTOSSecurityMasterAuthen,,,TRSPopulatePTOSSecurityMasterAuthen,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1478,subTRSProcessPTOSSecurityMasterAuthen,3739bfee6c5c7914ca6982ed297d4897db592c6d,TRSProcessPTOSSecurityMasterAuthen,,,TRSProcessPTOSSecurityMasterAuthen,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1490,subTRSPopulatePTOSUCustomer,18e19e207c4d89af8285cf739c37fa8ef9f440ff,TRSPopulatePTOSCustomer_TM,,,TRSPopulatePTOSCustomer_TM,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1506,columnsPTOSCustomer_TM,9d76fc60c18f7382ac96c92b7d13211bc6134bec,dbo.trs_ListColumnsTable,,dbo,trs_ListColumnsTable,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1525,subTRSProcessPTOSCustomer,7a6f16bf6ac4acfeaa2073e50ea4e0b71276ac01,TRSProcessPTOSCustomer_TM,,,TRSProcessPTOSCustomer_TM,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1531,subTRSPopulatePTOSCustomerAuthen,83b2283544123b2c92a35e7a12cbd24800510d00,TRSPopulatePTOSCustomerAuthen,,,TRSPopulatePTOSCustomerAuthen,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1544,subTRSProcessPTOSCustomerAuthen,4adce1cd84aa4a9a0d095c765f96ba46fa72bef1,TRSProcessPTOSCustomerAuthen,,,TRSProcessPTOSCustomerAuthen,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1557,subTRSPopulatePTOSOuts,ab4e871996a7cb5978cc63044bee7a12baf7ee90,TRSPopulatePTOSOuts,,,TRSPopulatePTOSOuts,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1570,subTRSProcessPTOSOuts,bd506b9407e5e245e2d11d97708308e65e9b10d8,TRSProcessPTOSOuts,,,TRSProcessPTOSOuts,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1586,columnsPTOSOutstanding_TR,9d76fc60c18f7382ac96c92b7d13211bc6134bec,dbo.trs_ListColumnsTable,,dbo,trs_ListColumnsTable,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1603,subTRSPopulatePTOSOutAuthen,62d8b76af57d389680fb0649b13e4b8cad6377e2,TRSPopulatePTOSOutsAuthen,,,TRSPopulatePTOSOutsAuthen,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1617,subTRSProcessPTOSOutsAuthen,6f3df20e0094213da03d2ccc133bcef2671471fe,TRSProcessPTOSOutsAuthen,,,TRSProcessPTOSOutsAuthen,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1632,CheckIsThereAnyOrderCorrection,cb069841de04e53b96f42eb13774269086f60694,dbo.trs_CheckIsThereAnyOrderCorrection,,dbo,trs_CheckIsThereAnyOrderCorrection,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1651,CheckDiffNIKOrderHapusOriInpAppv,3d857cebb745360bfe7d65301aa33a356293a95d,dbo.trs_CheckDiffNIKOrderHapusOriInpAppv,,dbo,trs_CheckDiffNIKOrderHapusOriInpAppv,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1662,subTRSPopulateAmendAccrued,868dda074c76998eb7da95e8029fed70918b7652,TRSPopulateAmendAccrued,,,TRSPopulateAmendAccrued,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1668,subTRSPopulateAmendAccruedAuthorization,2a9d68a38814ef3a35dd0ec142e4267a8e08474c,TRSPopulateAmendAccruedAuthorization,,,TRSPopulateAmendAccruedAuthorization,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1682,subTRSPopulateTransactionBalanceForUpdate,9899dec80708b5c6c706c164cb7c5b3843d7f2db,TRSPopulateTransactionBalanceForUpdate,,,TRSPopulateTransactionBalanceForUpdate,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1703,RecalculateAccrued,21052f4c12db09dd1a5c47a5f9c2d8b319fe80d5,dbo.TRSRetailReCalculateAccrued,,dbo,TRSRetailReCalculateAccrued,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1732,subTRSProcessAmmendAccrued,8d1ba805ad8277248e5108e3b5aea90acad6d893,TRSProcessAmendAccrued,,,TRSProcessAmendAccrued,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1746,GetDataTransaction,5be3de6355b3d15e0fbd7ee02f953ca301d1d66d,dbo.trs_getDataTransaction,,dbo,trs_getDataTransaction,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1765,subTRSProcessUpdateTrxBankJual,b5676b69cced61b611c8a208dad281e6977824d2,TrxBankJual,,,TrxBankJual,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1784,subTRSPopulateHapusTransaksiSuratBerharga,3c8224cdb1f1534ead01a669d11d328890441848,TRSPopulateHapusTransaksiSuratBerharga,,,TRSPopulateHapusTransaksiSuratBerharga,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1803,subTRSProcessHapusTransaksiSuratBerharga,2ffb265cd680c60a00d67c058f1e1c6299ba0775,TRSProcessHapusTransaksiSuratBerharga,,,TRSProcessHapusTransaksiSuratBerharga,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1809,subTRSPopulateHapusTransaksiSuratBerhargaAuthorization,335ad35503acea103c66fed076dda7830534bcd1,TRSPopulateHapusTransaksiSuratBerhargaAuthorizatio,,,TRSPopulateHapusTransaksiSuratBerhargaAuthorizatio,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1821,subTRSRejectHapusTransaksiSuratBerharga,f5c5c3aae3edf5c4cb1115a00b3666c41f4b6acd,TRSRejectHapusTransaksiSuratBerharga,,,TRSRejectHapusTransaksiSuratBerharga,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1847,subTRSApproveHapusTransaksiSuratBerharga,abe17ec05856ad896caa6ba359016551f8adddd8,TRSApproveHapusTransaksiSuratBerharga,,,TRSApproveHapusTransaksiSuratBerharga,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1867,subTRSPopulateKuponUpload,e416e48c3cf315f393516f4a1728312b5b942f30,TRSPopulateKuponUpload,,,TRSPopulateKuponUpload,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1887,subTRSProcessKuponUpload,7e4783d6f38ce424d1c8f706cf697edf9e6d9b3c,TRSProcessKuponUpload,,,TRSProcessKuponUpload,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1898,subTRSPopulateKuponUploadAuthorization,e6b77a356d0df56a9e9c0827397adde6fe04d28b,TRSPopulateKuponUploadAuthorization,,,TRSPopulateKuponUploadAuthorization,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1911,subTRSProcessKuponUploadAuthorization,9e8bbe326e2f9738eed6d761e1463a5352e2b8d2,TRSProcessKuponUploadAuthorization,,,TRSProcessKuponUploadAuthorization,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1926,subTRSValidateMatchingKuponBeforeProcess,78c674ff53afac4edc6202579e47296d5aecb6d0,dbo.TRSValidateProcessKuponUpload,,dbo,TRSValidateProcessKuponUpload,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1943,subTRSGenerateDataMatchingKuponForFileExcel,21700f0d13042bbf2af52e2ced49656dcb5f2903,TRSGenerateDataMatchingKuponForFileExcel,,,TRSGenerateDataMatchingKuponForFileExcel,false,false,exec,EXEC,true,false
dotnet-sample,clsDatabase.cs,clsDatabase.cs,code,csharp,1956,getParamaterTR,7cf568b656b5c59bc8f87c564851d43d9dd57cc3,dbo.trs_getParameterTR,,dbo,trs_getParameterTR,false,false,exec,EXEC,true,false
